heldout_run,candidate,train_auc,train_ap,selected
58,any_early_peak,0.4515041143936328,0.03018016337420882,
58,b2_early_peak,0.4660124106299744,0.03101424173374589,
58,early_peak_count,0.4472649399703224,0.029857007084665974,
58,downstream_early_count,0.4544887360043167,0.03041138312761129,
58,early_low_area_count,0.4338425738567382,0.031062084587228648,
58,max_p02_score,0.6611729394307299,0.05236184863922557,
58,ds_max_p02_score,0.6901187103736679,0.06259552115809709,
58,__selected__,,,ds_max_p02_score
59,any_early_peak,0.4468195986752387,0.030877627725217256,
59,b2_early_peak,0.459906487434249,0.03178876126182069,
59,early_peak_count,0.4434151568283655,0.03062596390262239,
59,downstream_early_count,0.45670660432495624,0.031211208846777447,
59,early_low_area_count,0.43775082797584264,0.031763238518966064,
59,max_p02_score,0.6746639392168322,0.057026900450429886,
59,ds_max_p02_score,0.7038671342294954,0.0693213938569962,
59,__selected__,,,ds_max_p02_score
60,any_early_peak,0.44929791546033576,0.029680264756198265,
60,b2_early_peak,0.4807056001323517,0.030637083831341165,
60,early_peak_count,0.44803643808420873,0.029625977931387548,
60,downstream_early_count,0.4506369426751593,0.029868923490979016,
60,early_low_area_count,0.4451981139879229,0.030457098577373845,
60,max_p02_score,0.6735048391099347,0.05549865283766666,
60,ds_max_p02_score,0.7032115973198776,0.06787580831057152,
60,__selected__,,,ds_max_p02_score
61,any_early_peak,0.43882978723404253,0.027654330290522347,
61,b2_early_peak,0.46087607894881527,0.028663464466839376,
61,early_peak_count,0.4333250865907966,0.027442670149323434,
61,downstream_early_count,0.4383693441090769,0.027856399844282627,
61,early_low_area_count,0.421326076199901,0.029005060242583487,
61,max_p02_score,0.6429847710154489,0.040973854809814976,
61,ds_max_p02_score,0.6681923140359558,0.04235010213717696,
61,__selected__,,,ds_max_p02_score
62,any_early_peak,0.45193970294834845,0.034106673241288625,
62,b2_early_peak,0.4605409000221681,0.035073815073815066,
62,early_peak_count,0.44688539126579474,0.03374265189310438,
62,downstream_early_count,0.45475060962092656,0.034356872635561156,
62,early_low_area_count,0.4303214364885834,0.0352167222755458,
62,max_p02_score,0.6570693859454666,0.056163911310691504,
62,ds_max_p02_score,0.6888494790512082,0.06854518111093863,
62,__selected__,,,ds_max_p02_score
63,any_early_peak,0.4633528407113312,0.02959932255163672,
63,b2_early_peak,0.4685129873809119,0.030158008160078555,
63,early_peak_count,0.4584759962118452,0.029180583887955462,
63,downstream_early_count,0.46510526699205945,0.02982339760802608,
63,early_low_area_count,0.43760067344973,0.030172621679239186,
63,max_p02_score,0.6703536420517552,0.0621543123921,
63,ds_max_p02_score,0.6977165845090373,0.06461903462878454,
63,__selected__,,,ds_max_p02_score
65,any_early_peak,0.4497395420170289,0.031239369181363302,
65,b2_early_peak,0.4656644983870115,0.03213171754359053,
65,early_peak_count,0.44561121688085037,0.030921224603111936,
65,downstream_early_count,0.4526713469776297,0.03147015028250191,
65,early_low_area_count,0.4327866359934423,0.03218744492842033,
65,max_p02_score,0.6639794542281453,0.053979010232241754,
65,ds_max_p02_score,0.691717568353694,0.06402343646919632,
65,__selected__,,,ds_max_p02_score
