method,family,eligible_winner,n,sigma68_ns,full_rms_ns,median_bias_ns,mean_bias_ns,bad_tail_frac
traditional_phase_selected_template_interp,traditional,True,16656,0.21804222648752702,7.7896803466585265,0.0,-0.9482643778814959,0.008645533141210375
corrupted_cfd,sentinel,False,16656,0.30037028952843786,9.04274611327308,0.0,0.8531835786877533,0.09035782901056676
hist_gradient_boosted_trees,ml,True,16656,0.3535131490830939,3.8424471125754236,0.007347402099595612,-0.05238474462446404,0.011047070124879923
phase_gated_cnn,new_architecture,True,16656,0.9988427344036089,5.419424251585781,-0.08660608090708122,-0.10168592332074883,0.022214217098943324
one_dimensional_cnn,ml,True,16656,1.0807792985108278,5.688378549086413,-0.0478603465316807,-0.04102822703650066,0.02509606147934678
mlp,ml,True,16656,1.6248569172842189,4.512035137631972,-0.10427773854789546,-0.14435855037436424,0.01813160422670509
ridge,ml,True,16656,3.628249588070206,6.780477357395929,0.04216565698159758,0.27396414354216464,0.04628962536023055
mask_phase_only_ridge,sentinel,False,16656,12.018420884725213,16.153714357756833,-0.43445276130382515,1.0686534212172,0.4019572526416907
shuffled_target_hgb,sentinel,False,16656,30.322623101726602,41.776988514195644,-1.67136058857571,-10.403182619429886,0.6775336215177714
